1499754601000,16.513351916494884
1499754782000,15.843493188124977
1499755017000,17.282249906414915
1499755201000,20.059898164754525
1499755382000,27.073740912812447
1499755617000,17.350307981342901
1499755801000,13.452284709548371
1499755982000,16.664361122637573
1499756217000,15.69359257261786
1499756401000,15.387712911994505
1499756582000,15.266462891871731
1499756817000,17.25228703055738
1499757001000,15.107222253280794
1499757182000,17.272666756390699
1499757417000,19.819078721989772
1499757601000,20.31692134394207
1499757782000,16.905912010696611
1499758017000,17.171192160952423
1499758201000,19.048520743439184
1499758382000,18.66071753669323
1499758617000,18.140583439856357
1499758801000,20.344347275201645
1499758982000,18.511435121788335
1499759217000,18.814893582096943
1499759401000,20.382055482421482
1499759582000,22.025398176335212
1499759817000,19.417333355450797
1499760001000,21.291787062496358
1499760182000,20.612120484626956
1499760417000,19.102407392555225
1499760601000,20.301296318140295
1499760782000,18.92612967637471
1499761017000,20.435203679706902
1499761201000,19.82807406331516
1499761382000,19.898981479654708
1499761617000,22.723782457183635
1499761801000,24.319509213328775
1499761982000,20.993476937320086
1499762217000,20.01720600542923
1499762401000,20.638969963077045
1499762582000,19.830370415765795
1499762817000,18.40368514052696
1499763001000,21.111312695353604
1499763182000,19.678613342240251
1499763417000,19.53697224173488
1499763601000,19.088988457720518
1499763782000,20.805226879812157
1499764017000,20.267997757409592
1499764201000,19.546912035778579
1499764382000,20.448090254970722
1499764617000,21.043414439716273
1499764801000,19.798504636836135
1499764982000,21.031421379129302
1499765217000,22.475861084783038
1499765401000,23.222081011570992
1499765582000,22.678863409120176
1499765817000,20.088361138906333
1499766001000,23.496305644443879
1499766182000,21.331101752200887
1499766417000,22.217879709862174
1499766601000,21.928138824074221
1499766782000,22.43606479170008
1499767017000,19.451722278615666
1499767201000,22.827018370889125
